,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
239,,,,,,,,,,,,,,,,,,,,,,,,,,49.9635009765625,50.2637214660645,50.86479187011721,51.3226203918457,51.8926200866699,52.526729583740206,52.9154396057129,53.375659942627,53.952518463134794,54.689659118652294,54.9782791137695,55.659049987793,56.532039642334006,57.192569732665994,58.023509979248,56.6605415344238,57.6617088317871,58.17021179199221,58.6291084289551,60.5120315551758,59.523078918457,58.358978271484396,58.4988784790039,58.0831184387207,59.2512397766113,59.56398000000001,61.194219999999994,62.49471,62.81559,63.486869999999996,64.08716,64.78863,65.05196,65.57706,61.60850468114825,61.775327442387834,61.942150203627364,62.10897296486695,62.27579572610654,62.442618487346124,62.60944124858571
241,,,,,,,,,,,,,,,,,,,,,,,,,48.190700531005895,,,,,,,,,,,,,,,,,,,,74.297,,,77.1904,77.56113,,79.13058000000001,79.65391,80.21875,,79.03643000000001,,,,,76.36110955948891,76.4424115175353,76.52371347558167,76.60501543362807,76.68631739167444,76.76761934972083,76.8489213077672
242,,,,,,,,,,,,,,,,61.627681732177706,,,,,65.6943435668945,,,,,75.9682388305664,,,,,79.2324523925781,,,,,,,,,,,,,,87.36549000000001,88.22906,88.11939,88.6559,,90.81671999999999,92.6606,94.10609000000001,94.91975,95.25666,95.43963000000001,95.60141999999999,96.16733,96.15053,,93.57877394069004,93.83570499576234,94.09263605083464,94.34956710590706,94.60649816097936,94.86342921605166,95.12036027112407
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.113800048828104,,,,,,,,,,,,,,69.4309,,,,,,,,67.8007,,78.10059,,,77.88723,,,,71.32812229232916,71.36401722076931,71.39991214920946,71.4358070776496,71.47170200608974,71.5075969345299,71.54349186297004
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1073799133301,,,,,,,,,,,68.14251,,,,71.37314,,,,73.21188000000001,,70.19821999999999,,,,,,76.5275,70.12154565070777,70.15743901175581,70.19333237280384,70.22922573385188,70.2651190948999,70.30101245594794,70.33690581699597
247,,,,,,,,,,,,,,,,,67.6371994018555,67.8233795166016,68.75827026367189,69.667236328125,70.62486267089841,71.5198135375977,72.2426300048828,73.3735427856445,74.3987503051758,75.2813720703125,76.0975875854492,76.8836135864258,80.4501190185547,81.0598220825195,81.2128524780273,82.2432098388672,82.7402420043945,83.2273635864258,83.688362121582,84.1984024047852,84.6662902832031,89.25733184814449,89.6533432006836,89.9910125732422,90.44329833984379,90.6493682861328,90.85549926757808,91.4139633178711,91.8676605224609,92.20535278320308,92.3919525146484,93.3484878540039,93.5874404907227,93.83985137939449,93.9115,94.23170999999999,94.37705,94.41675,94.6637,94.83118,95.01176,95.02833000000001,95.18383,98.01430704595327,98.56242711254549,99.11054717913748,99.6586672457297,100.20678731232192,100.75490737891391,101.30302744550613
248,,,,,,,,,,,,,,,,93.8610687255859,,,,,,,,,,95.3799819946289,,,,,,,,,,,96.7818069458008,,,,,,,,,,97.78963,97.86389,98.16356,98.26723,98.07271,98.3359,98.39594,98.36386999999999,98.43593,98.52387,98.56147,98.61572,98.70385999999999,98.41309989019145,98.44042582919417,98.4677517681969,98.49507770719964,98.52240364620236,98.54972958520509,98.57705552420782
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.64258000000001,,,,,,,,,,,,,99.99486,99.98055,99.98383000000001,99.98657,,,99.76091054209067,99.76271189801112,99.76451325393157,99.766314609852,99.76811596577245,99.7699173216929,99.77171867761334
252,,,,,,,,,,,,,,,,,,,,,,84.7322006225586,,,,,,,,,89.8252487182617,,,,,,,,,,,92.97983,,,,,,95.15464,,95.51199,,94.77022,,,,96.60521999999999,97.12709,,,94.3261150937192,94.36727385105739,94.40843260839559,94.44959136573378,94.49075012307198,94.53190888041017,94.57306763774835
255,,,,,,,,,,,,,,,,,,,,83.82594299316409,,,,,,,,,,87.5964508056641,,,,,,,,,,90.2782974243164,90.15613,,,,,,,,,93.52045,,,,,,,,,95.00038,90.83412914734207,90.86626195054282,90.89839475374356,90.93052755694431,90.96266036014507,90.99479316334582,91.02692596654656
256,,,,,,,,,,,,,,,,,,,,52.8739204406738,,,,,58.2000007629395,,,,,,,,,,68.6999969482422,,,,,74.0,,,,,78.4,,,,,,,,,,84.7,,,,87.50631,75.17142044424963,75.30129969995136,75.43117895565308,75.56105821135486,75.69093746705659,75.82081672275831,75.95069597846003
257,,,,,,,,,,,,,,,,,65.193962097168,65.50241088867189,66.11704254150389,66.73040771484379,67.13516235351561,67.8274765014648,68.46584320068361,69.1450119018555,69.8088531494141,70.4140090942383,70.9804229736328,71.678840637207,73.4904479980469,74.0358428955078,74.3703689575195,74.9116973876953,75.3371810913086,75.74468994140629,76.1472930908203,76.5367889404297,76.9582595825195,78.9945983886719,80.207878112793,80.55516052246091,80.7786178588867,81.0163192749023,81.41221618652341,81.9416198730469,82.4533996582031,82.4101486206055,82.412467956543,83.0000228881836,83.4105987548828,83.7204132080078,84.1044,84.37161,84.72603000000001,84.90292,85.28372,85.59638000000001,85.89491,86.12593000000001,86.30100999999999,87.14345755325849,87.55141907510631,87.95938059695413,88.36734211880196,88.77530364064978,89.1832651624976,89.59122668434543
261,,,,,,,,,,,,,,,,,,,,,76.2004928588867,,,,,,,,,,,,,,,,82.402099609375,,,,,,,,,,,88.71725,,92.89486,92.87732,93.10214,93.72946999999999,,94.1399,94.36792,,87.04666999999999,,91.03666349990694,91.09869896878531,91.16073443766368,91.22276990654204,91.2848053754204,91.34684084429877,91.40887631317713
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99826049804689,,,,,,,,,68.0017929077148,,,69.14922,,,,,61.428290000000004,,,83.00766999999999,,,,,,,,86.74795999999999,73.23258247363425,73.27468178916234,73.31678110469042,73.3588804202185,73.40097973574659,73.44307905127467,73.48517836680274
