"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Spain","ESP","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","1085508819.27454","1217888004.17869","1399436514.41488","1715255241.88732","1872219089.45749","2229642480.49838","2683498049.25062","3196103310.15691","3071723602.26305","3528833516.33966","4043811029.23699","4679147784.43114","5865982914.83303","7790579097.65848","10032770695.1255","12502175362.3188","13944173339.9652","15868364950.7119","19949362630.2083","27779827962.3203","31651355302.8545","29474527842.8546","28826788732.3944","25893474361.949","25659276029.8075","27440319373.7769","37654517880.48","49338179221.1292","57653350664.1908","65641782009.8384","87137436336.9246","97608977902.3219","112278223793.272","96273847561.7728","94186743013.2903","108197224446.224","112451070537.239","100518181818.182","104458180198.24","106626891114.426","99606596646.3976","103714541387.025","117222849614.154","152018058690.745","183532406257.76","200335779131.949","219456780830.511","261486449493.567","306926907865.827","307093637121.423","293673905660.368","305424891105.854","263773207986.456","268069492965.356","268063898893.053","231709558589.314","233664592745.338","243059079136.935","262802858487.591","",
"Estonia","EST","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","844938872.71765","980889570.552147","1131411014.94886","1084108596.69658","1045791478.80974","1142950717.54366","1235644271.72061","1086748456.64793","1141136782.74103","1313758029.57521","1737989837.39837","2085879751.55279","2347077353.56299","2673226320.41149","3558552696.41391","4512108539.62209","4142025006.94637","3922059596.84354","4310362348.00989","4239592865.73869","4737499835.35826","5082588666.4568","4585386910.00653","4862751085.7536","5285002061.65742","5960258890.10862","",
"Ethiopia","ETH","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296964720.84367","3595737826.71689","4267123006.23276","5143904126.82436","5810698055.57625","8269699854.59265","9079185580.89344","8637999543.24414","",
"European Union","EUU","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","54777380405.9578","60045663302.3241","66980095149.8079","75498137209.8844","83148794953.168","91940716696.1444","100573714359.261","110117312220.632","115591168051.291","125176678762.481","139670336989.194","165331033688.348","200897756929.823","255987030896.581","300107412909.217","374949359275.477","387095388126.346","440647970263.804","546089732435.909","664815909716.882","779272976533.925","712341796865.117","685073599978.605","663538079990.333","629101099583.403","647839587990.598","880213566515.445","1093096212002.41","1196050606418.32","1192214594468.99","1491189966218.64","1565180806913.36","1737633038584.31","1597957181875.83","1669268409641.82","1894678818149.95","1934858529279.47","1789317973625.04","1826491129803.42","1835442974278.6","1692034824145.56","1728130113949.44","1926499866919.75","2391304416971.48","2753915982581.78","2892584859187.91","3067356172295.2","3490064193956.81","3856629470769.12","3719110810037.84","3647938735284.56","3854705371687.77","3629004855335.42","3782065719208.68","3876049588106.03","3355503737540.54","3363770786273.46","3496812728387.24","3767955395216.41","",
"Fragile and conflict affected situations","FCS","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44363575587.57","47389401438.6729","49984107522.7511","67348430864.7203","79486022433.57","84404838234.6826","94455069463.2606","110166664827.598","123092067735.805","149665248927.001","146716268062.825","149672344024.569","134181559327.659","147054051714.249","153754007293.192","",
"Finland","FIN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","636735506.980954","710927868.085969","812159267.410704","943727087.733016","1071337965.48168","1199278533.9423","1347663137.23774","1424650603.41767","1377273850.02613","1490830901.95083","1625136325.02831","1879199914.74851","2230227129.33754","2888592500.38898","3743485268.63085","4994449329.23873","5709524234.49761","6167478235.20732","6560631335.74007","7839186231.10975","9517054510.67899","9639019013.50234","9761934130.9979","9599701110.16225","10040561931.1437","11030314658.4804","14682148721.5576","18643311240.3625","21429992892.6795","23159207426.9087","29583268542.9949","30617556241.7292","27361295460.5787","20827521598.8342","23179282868.5259","29438997821.3508","29337302614.5483","27098843202.3823","27632398753.8941","27451523545.7064","24863644739.2666","25843400447.4273","28883869753.435","36208803611.7382","41847529178.0482","43949757492.8491","46348011541.8392","53291814946.6192","61501391533.6165","60905807168.658","59201773195.3551","64628707118.9722","62549659809.1345","66799955723.3073","67279994737.7139","56718784125.3291","57017695890.7181","57969517126.2562","62797280284.5737","",
"Fiji","FJI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","10451582885.3982","11525921810.3851","13001060223.5249","14743559744.5562","16167864812.9598","17210185791.8944","18431649991.8794","19863778086.5987","22522518612.8819","24100684593.9603","25234439588.9926","28812596187.9957","35414824447.3342","46540954625.8103","51477086743.0442","70640966804.3445","74008467631.7946","82722653115.8064","104117732558.14","125610545790.934","147593914933.251","133901025950.513","129851282563.13","125159652293.657","119566163776.927","124921156373.193","172084477696.752","206882025537.488","221061557097.236","216700596339.708","268671244428.382","274862225322.637","311955390334.572","309658327542.275","323212429111.531","371080299645.157","376847031670.727","339988761519.443","339931065154.547","337800980183.252","304133959830.477","304774944071.588","339519104084.321","425950338600.451","487566426620.313","506581270986.196","527692886714.339","596096359156.857","658461989160.686","647827174215.06","633942388116.839","679427859250.127","642789557940.388","677798282625.89","688110454747.792","580485551928.927","586494908889.33","612548545981.641","650227646222.466","",
"Faroe Islands","FRO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277310171.919771","289799604.369141","273360468.137225","293855433.26765","338936248.369159","437724850.858418","507653018.644322","534242692.057563","564421201.318356","666127817.477084","780153390.478806","766401163.98366","764335627.033659","816436008.717194","766387570.133794","816053273.507469","837986636.971047","720834138.438443","770964243.801714","","","",
"Micronesia, Fed. Sts.","FSM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","62100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","13835136.5123264","17218768.4506568","18648867.3485093","21756790.4544129","24863802.4507344","25707891.8774564","29306593.2073039","36991732.9653441","41201351.6354312","44622150.989437","63675109.4409377","71543628.3468551","76182124.1318046","112612059.751724","142913680.642717","263633219.979051","318057513.264847","508385539.502638","327046769.020184","366205753.392483","566074648.184718","550175544.998149","568461489.900823","583363456.683527","650865457.074829","681783332.752997","877547846.804678","805891962.244628","758775731.128461","593401489.252414","797752811.268336","771009145.823799","866558767.593103","670034180.455644","502380473.364148","582991951.892463","640088874.570816","575325689.508479","693446481.560019","549294290.019264","484492250.654973","802927813.477737","874308919.433643","1052566559.23956","1163999039.91181","1200755078.83794","1376457500.34281","1700918987.08611","1927790939.49982","1945338100.66069","1936534278.79752","2326726370.04438","2409292744.69465","2542956749.85831","2699596662.11583","2130201670.30321","2051872127.23197","1970546205.89162","","",
"United Kingdom","GBR","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","12049404117.8849","12998353715.2463","13927416422.181","14865003310.9551","15833842665.942","17396486046.9662","18959139463.186","20666606769.9488","19102400134.7009","19957185878.931","22730999520.0384","26262167193.9645","30731845404.5954","34466527192.5527","40719999766.2459","53156423008.8496","50557852830.1887","53586598813.8845","66735740556.0882","85475969504.4473","117974222867.767","115264765273.312","109125192522.711","102652976352.888","95406715748.8694","97380330980.4928","119542308707.124","142939052459.552","167625988616.151","166868187827.225","198972797762.784","217595972839.506","230148684626.185","199879525044.991","210835346189.164","224863500078.902","231154446177.847","246555337262.606","259897316992.382","271774793722.699","271376910273.869","278724629336.404","316854016786.571","378979591836.735","461023434639.326","488976363636.364","525282428702.852","593577430972.389","581277573529.412","515865399594.952","521146112455.23","542061952409.516","545027472009.287","541829545433.437","587598471765.039","551570535006.053","496836183078.971","482905721177.517","515075317491.488","",
"Georgia","GEO","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775350186.776095","596026490.066225","346277516.695523","158329036.434953","247124372.207975","293802858.472681","238267207.511624","357009633.911368","400488792.52542","297723357.3483","261070221.182845","310483839.845634","332414264.243749","389715943.514937","719465254.590985","1111023500.85508","1188503650.86497","2225610296.31847","3311155755.29917","2633618976.35438","2452447455.53498","2627065935.36911","2805365954.09677","2692490260.91139","2755624001.81231","2498203587.00921","2642159885.07204","2589032396.89181","2691465688.01547","",
"Ghana","GHA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","121863076.328308","141473226.542058","142873951.557326","175090626.908488","203105127.213846","296953703.236795","277343553.023045","261381114.57554","279452586.701391","279452586.701391","284355263.661064","313257158.98961","266381525.878402","269014084.507042","353416149.068323","365957446.808511","338559322.033898","402571428.571429","413787085.514834","413532763.532763","496265560.165975","371162769.118444","261577964.519141","237808636.732614","320303326.810176","423335787.528056","633875315.618858","539673469.387755","504605869.809856","517026118.623724","548372188.026952","625559782.608696","776567505.720824","862086286.594761","747175732.217573","780567139.282736","835229357.798165","851464843.75","772347318.3391","837036384.096024","506854101.670031","516734887.61692","608787607.269056","880260959.85233","1081112284.60256","1642816285.99801","1810484997.27223","2110674615.0556","2490871065.31808","1967625567.85917","2274595387.84067","5455637055.16603","4933934959.34959","6914873261.19421","5591690723.77647","4749466697.55709","4851582434.78467","5193815882.13244","","",
"Gibraltar","GIB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","219983052.824445","243414314.555605","266587285.135914","284294076.468561","292103907.906695","300003329.088739","283791919.179601","273312309.157509","265874781.179603","277672175.307646","289120928.884462","279492179.220305","244217025.341202","240830857.097304","212196786.251982","208224504.466578","241623006.193642","281898700.660124","254760310.558308","205236129.198172","264782520.029133","425808146.836688","415686320.528693","669319165.308362","861357464.830597","1016520904.61035","1105644870.49425","1580953346.58555","1561966558.07997","1715036050.88477","1452748100.76977","1878303150.78075","2032959715.90279","",
"Gambia, The","GMB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","40383776.7117314","54418180.9464448","60262656.2169032","75246949.4479954","100542659.029243","68923345.70867","84021829.7582051","96676990.0393404","35966511.7234649","34245472.9241877","47890973.0860568","47522509.0930773","40969987.8685585","43590557.1773068","90304496.6850259","101162123.273042","109772963.661898","84744296.4787409","90908447.9741835","97005419.9158943","90530960.1772514","83947797.16436","84226211.266246","87899465.1068222","78136671.9363558","57377792.7281126","42640121.9747288","41126509.7352323","48220294.3790813","51970027.471255","62538165.2689218","92242141.453831","83820483.8540181","91049585.8917607","83359778.015376","75589339.4352981","124318391.66129","132293077.420746","168505629.766952","166964356.516865","178902708.791504","","",
"Guinea-Bissau","GNB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","15699075.3705926","17008642.855928","19980071.4271443","21866949.1525424","24926644.7368421","24950519.1973575","27989656.3795239","21309635.0925587","25914409.221902","26366565.9633253","30585589.6501027","44079242.4242424","48726909.6529251","41635434.4112018","21368892.8325322","25793746.875403","17246190.731246","18597222.7606042","15850134.5701061","23932889.0779336","25106424.3628792","27302176.5509547","20318827.3607085","16706667.4317339","16785422.6517415","16273306.1644927","17735656.1387078","18846285.2429817","19154107.1660431","24200132.8246216","68748720.9897296","57387667.9055739","59799821.5751716","78540066.1355474","75316988.109444","85746569.3185996","66316324.0229639","74242052.8607448","76316793.0348301","72844548.6453122","78120413.4252146","95178786.9482465","96671545.3498943","74483076.269128","145678119.393627","118673541.697136","115726684.386489","125213464.443752","141283360.907281","",
"Equatorial Guinea","GNQ","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224832553.854916","733517425.554624","1001085407.96066","1314082258.51726","1673248461.46532","1904685660.75146","2512827261.8016","2593131686.83896","3391895393.08558","3470533863.25253","2889298241.01635","2845063525.25985","2897374613.10522","2936462094.12266","",
"Greece","GRC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","452227025.328164","491875285.257808","536557830.912927","582048908.134662","676374456.006756","774448480.890746","867965633.496218","1033651543.18861","1110631780.94353","1244641935.41043","1660411363.63636","1814038636.36364","2021623863.63636","2473437284.23475","3455832954.54546","4237400637.61955","4539789179.10448","5582996299.72248","6739656771.79963","8522415823.36706","8880241406.8745","8991362238.62239","9505344387.7551","8894327012.3839","8907143893.5913","9220340488.52702","10305779941.5774","12225632108.7066","12492009608.4554","13771233529.1649","17114345872.7429","17338209384.9318","18535996961.0297","18061283888.2283","18638682022.4719","24354348727.7541","25683058890.1472","25314102208.9105","25271345901.0723","25628927551.6727","23762444905.1041","25488177270.6935","29577558065.1233","38282527539.5034","46071902408.741","49606734485.7605","55088509095.4711","65356679578.4287","73448291196.7189","76919800361.2114","66470717230.4566","62700123025.0361","53404363757.5171","49025142612.5316","48067410462.5028","39902200644.1431","39159065732.6138","40224594247.6685","41741507188.7636","",
"Grenada","GRD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","742292454.11904","843083907.796565","848104854.174657","913096118.921101","1037345922.80985","1199270316.39238","1229457740.3048","1171920840.66784","1253376050.06799","1194648252.05006","1284831650.73091","1302806236.08018","1104653755.25796","1146515738.96638","","","",
"Guatemala","GTM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","79900000","83100000","77200000","83400000","89600000","97900000","105000000","112600000","115300000","134500000","151400000","139300000","156700000","166600000","206600000","250300000","297300000","354500000","434600000","488000000","627000000","680000000","675000000","688000000","725900000","676000000","513196347.031963","559840000","625877900.763359","664062500","503700566.231218","510051900.017897","670811898.038912","724615821.414629","723588120.740019","807506797.921041","796330099.159443","889021224.664809","1101171650.19392","1158023370.75","1350722253.70981","1880932354.36337","2007837398.99765","2104242104.07012","2099941961.87001","2307007257.10318","2530344290.11128","2953531870.25139","3527559888.35831","3840960607.73142","4330516152.25188","4855627199.63008","5214077818.62745","5692139293.35098","6370510721.39883","6612678842.03376","6718851563.83637","7336844540.61705","7600343121.60868","",
"Guam","GUM","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","19483170.9735752","22166481.9459838","22516479.0293414","21349822.084816","27183106.8074433","32000000","34764705.8823529","39176470.5882353","34950000","39550000","45450000","50850000","55666666.6666667","76047619.047619","73727272.7272727","97041666.6666667","128040000","116000000","118400000","139200000","146000000","165714285.714286","124333333.333333","132666666.666667","79210526.3157895","81860465.1162791","158837209.302326","97142857.1428571","116300010","62536761.0294118","53999997.4683544","52012523.255814","62577937.6498801","69009215.8218126","83790313.8105568","93283097.1830986","114371085.470085","131379700.985246","132294263.847089","131836879.066057","175830179.246834","178616575.948854","186815839.299295","208122631.56836","214123097.714408","222008755.47217","221211729.156999","263807218.007509","296800183.958125","327583959.794067","341456050.458711","398034452.926832","376160569.940149","476138731.765551","520768638.967843","538874759.322034","599842363.196126","611036319.612591","","",
"High income","HIC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","159077742959.943","170700729399.438","187935564696.803","203156437106.302","218231617366.053","237750828841.273","267331482635.714","299633609417.3","329074866485.981","358435749903.952","396589147720.341","448913943129.885","518117454344.362","613096391209.721","713622199212.774","847560182269.597","902050782270.864","1012791941550.5","1203793362216.86","1381385081186.01","1575047336810.56","1608757358263.56","1635204756262.78","1675515506339.8","1691854140060.43","1775017529546.16","2162333209665.1","2505564978620.68","2753152000615.99","2848677956576.26","3265102275851.95","3509744730230.33","3804925191827.83","3782443141910.84","3985052484133.64","4389025803212.78","4401432113429.79","4245815656175.46","4252208434463.08","4475786899756.58","4521688125568.95","4590792647696.79","4920747703545.73","5627362730395.36","6244809146721.4","6573749099253.72","6898036389275.47","7541422606264.85","8275387913991.13","8300205859555.1","8562353889376.57","9083241419919.96","8955715148532.69","8984309896335.38","9076722310285.54","8401725154355.09","8531413551293.97","8806834266222.5","","",
"Hong Kong SAR, China","HKG","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","103275511.340436","87419726.0477375","92431047.9230855","105423363.89621","119714911.466647","126003490.401396","141908265.197608","162157459.765115","168444232.63381","184127609.294998","214991857.615186","235199382.643561","302407203.88556","416788108.4232","546943318.228794","602407197.276706","701149893.981406","877091377.091377","1043832867.17766","1240530113.73858","1622153895.62107","2119048896.99962","2337765037.31528","2210400264.27352","2272320286.51829","2500898495.66155","2866607717.24783","3179154431.09396","3651037663.3359","4353901973.10222","5259313461.19284","6341491661.51946","7949900524.50714","8998009204.19877","10242741058.9514","11611210217.4306","13007899874.5846","14266026013.6139","15241501297.5611","15933612632.9359","16081476537.6322","17285479817.4078","17692110425.8293","17741177377.0997","17508217770.9296","16788088411.1453","16972244393.522","17813084830.9278","19008707042.6876","19674398204.288","20255753488.1326","21649152106.8859","23891238203.2902","25602372356.885","27626159064.237","29833458035.553","31945815029.0507","33530128830.2623","35822797729.1574","",
"Honduras","HND","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","37150000","41050000","41650000","43900000","51050000","51100000","56950000","60100000","64400000","74250000","83000000","87500000","96500000","93000000","121000000","139000000","174000000","208500000","","","","","","","","","","","","","","","","","","","","","","","952471976.715531","1111231494.12542","1164359844.93146","1214597674.77981","1316769275.4741","1501351471.08746","1626668441.90279","2038023412.90009","2360088036.97756","2708869782.40473","2819764030.00483","2825416718.88094","2981215402.72426","3074365221.552","3007979882.14982","2980347803.75225","3043899364.79431","3148768854.01343","3258143591.09967","",
"Heavily indebted poor countries (HIPC)","HPC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","12280392468.6318","12084852764.0088","12624747883.7199","13484974315.7843","17028932286.1761","19079532302.6355","16588424164.548","15501669462.9555","16762064483.8626","17711761763.3983","17366072107.3045","17482166343.2041","14109922902.6164","14683722852.9385","15821564455.037","16930066599.3089","18157976785.7413","18485385083.7184","18165502989.5064","19310945094.971","20992716114.9612","25492629095.4854","29924371155.7397","33353813687.2024","37468624883.624","46199236653.5393","52312032250.9057","53940593494.1037","57256521609.9712","65884634422.8205","67560744345.0598","76138295069.5503","79831318678.7084","76799193271.0597","79365115952.366","86090383644.3149","85601966180.5608","",
"Croatia","HRV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5584550718.8193","5326206304.51585","5158975992.59812","5771341300.89733","5499539294.40218","4645553813.25731","4467211460.76845","5080726018.52205","6369902639.82103","7653521253.50082","8315190210.44846","9214673360.97879","11379615642.7706","13013735090.2088","12713234848.3413","12122213441.2514","12622305507.2138","11455657060.3217","11725385931.3923","11864323927.4903","9861746249.07047","10020726300.3232","10762249599.9275","11996068084.0898","",
"Haiti","HTI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254664400","262354600","261372200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8646064443.70108","9957102431.62595","11107159018.0803","10978109032.6736","10599872570.629","10072507299.5355","10025847318.7957","10159695562.1154","10361680451.4354","9943153145.23537","11271619180.5925","14719108923.2163","19560004226.3561","22857553645.9941","24970355617.3512","25374138504.6818","29031290809.8971","33710579019.7504","28772882702.8734","28157173600.2853","29079475765.3378","25570135307.7279","26611730257.717","27984769383.9969","24424723224.1146","25471103638.538","28295892141.3823","29717095856.9516","",
"IBRD only","IBD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","37349304466.6883","36740033810.4783","36461083193.3089","40110793787.9046","42364826256.1212","47057624558.991","50587893179.3663","49771343562.4157","53343432876.7036","60801173760.0169","67900578182.5093","78965724484.1537","88958719425.4084","111375311400.65","144511576093.489","165639813718.308","182710291119.659","201197313265.85","223055200604.502","262014213015.86","302906596837.945","338440134443.037","348146933838.723","337779494945.623","340375153404.32","362680308421.834","385033995864.136","387392231264.228","410824244056.407","452274045070.125","510985001962.705","518060539939.693","483802547863.446","567737619606.344","597368759349.209","707021713688.109","754492123294.778","821790784917.105","807185676200.223","775599589460.283","829557915224.878","852155272190.849","859311164477.987","956370563956.605","1101616864996.73","1324165204094.66","1570961600556.23","1941336303464.73","2360638162518.56","2422953404768.96","2829681385326.99","3337083934092.24","3567131434677.27","3821781903085.55","3911045048545.16","3738232703819.52","3801141214658.92","4200675426937.22","","",
"IDA & IBRD total","IBT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","40053094618.6916","39778690842.3788","39824741653.5824","43782773404.1016","46686940748.7169","51908243952.8021","56367633276.4874","55855531600.1339","60188659262.4417","68310746100.2479","75978855732.7873","88081755400.6558","99055473209.6042","122605064574.979","158383542942.032","182993565025.442","201281659733.988","221781653381.536","247445679345.402","291403059750.126","337123458205.993","373422590443.334","383064442583.958","371280356058.701","374366369576.026","397309388141.102","423126956766.271","427687166574.667","450684145055.879","492551887279.313","553331224464.389","561280620301.663","525993207126.116","609156753561.365","634323078159.099","747060937920.35","798302098667.219","865475388905.222","851190142547.877","819175243247.18","874237508618.503","896846526967.558","906180912789.465","1009817889649.1","1168367796565.93","1398804078889.82","1662195978387.31","2062574791765.5","2503256691787.75","2563992074289.34","2991016523275.14","3518460271625.3","3763189042014.23","4035007045542.49","4135196021857.59","3966745992413.52","4014714898441.41","4422968673979.98","","",
"IDA total","IDA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","38432478038.7038","38354160802.9523","36800324828.0375","37337573735.3601","38045058863.873","41829842389.9003","44201404126.0269","43725782873.6554","42972044373.6922","43860473260.9845","44867749311.9026","44438614331.1107","42583161153.9299","36938046462.2234","39363814493.5531","43327766212.8006","42270584937.137","42851527443.4466","42746159086.4536","43377499831.8106","43156416428.3364","45622515469.8239","52229044897.4681","66033805709.7745","72928611287.4544","89612822607.9201","120547715188.835","140804474296.668","138234048142.581","157475259497.488","177259746203.364","191849077039.656","208997226938.863","220325594314.213","225802112014.881","209572349961.566","215492889951.552","","",
"IDA blend","IDB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","15802169427.1076","16658974026.6455","14919923328.2405","14684557330.5267","14378722804.4997","16170749885.9978","17858932939.5796","20735731897.6211","20618547049.2407","20149953596.4472","20541535826.4139","20551671576.8734","19385292985.793","16952424895.1591","18040672276.7549","20014824368.1026","18435316169.2859","17731942164.5438","17401491723.1631","17106176374.6972","15927260222.1456","16553668344.1579","18010481548.2578","25180327887.353","27762526333.1021","38905484624.3791","56953125277.2279","68026063195.2247","63702388805.5381","75494707497.7091","82852064178.4509","92508250201.3301","96131078995.7128","99192881422.9083","99223326023.8993","90142804023.3047","85608071724.6241","","",
"Indonesia","IDN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","417828249.943308","527857667.854306","610429447.852761","802739726.027397","866758142.345082","997590361.445783","1725301204.81928","2026506024.09639","3020963855.42169","3832530120.48193","5005542168.6747","6014930603.83315","5992039313.4353","7477312354.29692","9161548547.75825","10328838221.5812","8883377596.34017","8890773847.34369","10264997074.5903","8988818825.87278","7156066657.3645","7567064346.85029","8868399647.67703","10119925226.7112","10657020932.8224","12183386537.4005","14257437867.9777","14353349531.4127","15825045991.9485","17204969474.4482","14763283406.1994","5434199705.76814","9246328959.29841","10779164212.8096","11053285490.1216","14199987339.966","19085795197.2016","21373625751.5732","23182537666.0978","31452113671.3179","36074838967.2902","42980542403.3756","51741295652.6447","68003138200.244","80891188808.1972","84891845511.3173","86851491925.0854","83959519785.6974","83928241330.1848","88787505533.1779","92262885095.9947","93596979740.2128","",
"IDA only","IDX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23038589659.1379","23642704918.2302","23198787658.0417","22684827535.5313","19481962959.3977","20796431729.3198","22664264745.3879","23680094327.6907","25368382489.5214","25714610891.1468","26881175804.736","28251887439.9701","30258130652.0288","35865770752.6023","42203958517.277","46670228800.3592","51264377654.2","63072819453.9488","71541779196.8284","74410633231.7509","80831014134.0814","93820378895.3515","98306602531.6075","112397808654.296","120931365887.577","126707007463.881","119816296440.256","132942338783.828","","",
"Isle of Man","IMN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2435136651.17082","2704179974.72759","3279579199.5607","4214357462.42949","4542315382.38556","5233470077.15576","3902253151.7642","4071025711.90555","4458801821.06409","4997449020.92419","5584724092.99387","6515749234.20967","6670148186.4202","7189355391.53633","8599228000.81462","9342436215.64311","10045896461.0483","11189052235.5366","12960294342.1692","15138142309.8877","17984318528.6052","18625739072.1314","20417677567.2924","22025539829.3596","21970566368.3385","25414164554.7255","28758474097.1632","33285721633.1102","34417281553.8476","34233621359.0117","36223862883.0335","29924264701.0841","31457921526.0135","30729942329.3362","34153992184.1409","37974543257.7655","40589660607.6483","45865032797.5177","50182498975.327","55863632218.8941","55963056448.9827","57094901666.0516","58260569083.2354","66094649923.2904","73784713721.6849","85041875971.2334","92168753245.8922","119995926548.719","126345404578.028","153775738401.516","184445219941.092","202075268929.395","195262201308.237","191152515788.76","212902376803.132","219368252547.408","236061557214.635","292581734570.15","304912047768.368","",
"Not classified","INX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
